Cell.Line,Cell.ID,Lot.Number,Treatment,Time.Point,Replicate,Sub.experiment,Batch,Filename,WG.Plate,factor1,factor2,Iso.Order,Iso.Row,Iso.Col,RNAYield(ug),Label.Order,Label.Row,Label.Col
SEN,E,#1366356,TGFb,3,5,2,11,GSS2375_WellData_p11.txt,14,TGFb.3.SEN,TGFb.3.E,33,A,5,,2,B,1
SEN,E,#1366356,TGFb,24,5,2,11,GSS2375_WellData_p11.txt,14,TGFb.24.SEN,TGFb.24.E,34,B,5,,59,C,8
SEN,E,#1366356,Control,48,5,2,11,GSS2375_WellData_p11.txt,14,Control.48.SEN,Control.48.E,35,C,5,,64,H,8
HDFn,B,#1366356,TGFb,3,5,2,11,GSS2375_WellData_p11.txt,14,TGFb.3.HDFn,TGFb.3.B,36,D,5,,48,H,6
SEN,E,#1366356,TGFb,1,5,2,11,GSS2375_WellData_p11.txt,14,TGFb.1.SEN,TGFb.1.E,37,E,5,,14,F,2
Adult,H,#1090465,Control,2,5,2,11,GSS2375_WellData_p11.txt,14,Control.2.Adult,Control.2.H,38,F,5,,68,D,9
HDFn,B,#1366356,TGFb,4,5,2,11,GSS2375_WellData_p11.txt,14,TGFb.4.HDFn,TGFb.4.B,39,G,5,,57,A,8
SEN,E,#1366356,TGFb,48,5,2,11,GSS2375_WellData_p11.txt,14,TGFb.48.SEN,TGFb.48.E,40,H,5,,63,G,8
Adult,H,#1090465,Control,3,5,2,11,GSS2375_WellData_p11.txt,14,Control.3.Adult,Control.3.H,41,A,6,,55,G,7
HDFn,B,#1366356,Control,24,5,2,11,GSS2375_WellData_p11.txt,14,Control.24.HDFn,Control.24.B,42,B,6,,21,E,3
HDFn,B,#1366356,TGFb,0.5,5,2,11,GSS2375_WellData_p11.txt,14,TGFb.0.5.HDFn,TGFb.0.5.B,43,C,6,,20,D,3
HDFn,B,#1366356,Control,48,5,2,11,GSS2375_WellData_p11.txt,14,Control.48.HDFn,Control.48.B,44,D,6,,50,B,7
SEN,E,#1366356,TGFb,8,5,2,11,GSS2375_WellData_p11.txt,14,TGFb.8.SEN,TGFb.8.E,45,E,6,,8,H,1
HDFn,B,#1366356,Control,72,5,2,11,GSS2375_WellData_p11.txt,14,Control.72.HDFn,Control.72.B,46,F,6,,60,D,8
HDFn,B,#1366356,TGFb,48,5,2,11,GSS2375_WellData_p11.txt,14,TGFb.48.HDFn,TGFb.48.B,47,G,6,,65,A,9
Adult,H,#1090465,TGFb,24,5,2,11,GSS2375_WellData_p11.txt,14,TGFb.24.Adult,TGFb.24.H,48,H,6,,7,G,1
Adult,H,#1090465,Control,24,5,2,11,GSS2375_WellData_p11.txt,14,Control.24.Adult,Control.24.H,49,A,7,,22,F,3
Adult,H,#1090465,TGFb,1,5,2,11,GSS2375_WellData_p11.txt,14,TGFb.1.Adult,TGFb.1.H,50,B,7,,66,B,9
HDFn,B,#1366356,TGFb,2,5,2,11,GSS2375_WellData_p11.txt,14,TGFb.2.HDFn,TGFb.2.B,51,C,7,,46,F,6
SEN,E,#1366356,Control,2,5,2,11,GSS2375_WellData_p11.txt,14,Control.2.SEN,Control.2.E,52,D,7,,15,G,2
SEN,E,#1366356,Control,3,5,2,11,GSS2375_WellData_p11.txt,14,Control.3.SEN,Control.3.E,53,E,7,,72,H,9
Adult,H,#1090465,Control,96,5,2,11,GSS2375_WellData_p11.txt,14,Control.96.Adult,Control.96.H,54,F,7,,41,A,6
SEN,E,#1366356,Control,96,5,2,11,GSS2375_WellData_p11.txt,14,Control.96.SEN,Control.96.E,55,G,7,,47,G,6
HDFn,B,#1366356,Control,2,5,2,11,GSS2375_WellData_p11.txt,14,Control.2.HDFn,Control.2.B,56,H,7,,33,A,5
Adult,H,#1090465,TGFb,0.5,5,2,11,GSS2375_WellData_p11.txt,14,TGFb.0.5.Adult,TGFb.0.5.H,57,A,8,,67,C,9
HDFn,B,#1366356,Control,12,5,2,11,GSS2375_WellData_p11.txt,14,Control.12.HDFn,Control.12.B,58,B,8,,43,C,6
SEN,E,#1366356,Control,4,5,2,11,GSS2375_WellData_p11.txt,14,Control.4.SEN,Control.4.E,59,C,8,,30,F,4
SEN,E,#1366356,Baseline,0,5,2,11,GSS2375_WellData_p11.txt,14,Baseline.0.SEN,Baseline.0.E,60,D,8,,49,A,7
Adult,H,#1090465,Control,48,5,2,11,GSS2375_WellData_p11.txt,14,Control.48.Adult,Control.48.H,61,E,8,,29,E,4
SEN,E,#1366356,Control,8,5,2,11,GSS2375_WellData_p11.txt,14,Control.8.SEN,Control.8.E,62,F,8,,42,B,6
Adult,H,#1090465,TGFb,3,5,2,11,GSS2375_WellData_p11.txt,14,TGFb.3.Adult,TGFb.3.H,63,G,8,,37,E,5
HDFn,B,#1366356,Control,0.5,5,2,11,GSS2375_WellData_p11.txt,14,Control.0.5.HDFn,Control.0.5.B,64,H,8,,61,E,8
HDFn,B,#1366356,Control,1,5,2,11,GSS2375_WellData_p11.txt,14,Control.1.HDFn,Control.1.B,65,A,9,,13,E,2
HDFn,B,#1366356,Control,96,5,2,11,GSS2375_WellData_p11.txt,14,Control.96.HDFn,Control.96.B,66,B,9,,17,A,3
Adult,H,#1090465,TGFb,48,5,2,11,GSS2375_WellData_p11.txt,14,TGFb.48.Adult,TGFb.48.H,67,C,9,,35,C,5
HDFn,B,#1366356,TGFb,72,5,2,11,GSS2375_WellData_p11.txt,14,TGFb.72.HDFn,TGFb.72.B,68,D,9,,12,D,2
SEN,E,#1366356,Control,72,5,2,11,GSS2375_WellData_p11.txt,14,Control.72.SEN,Control.72.E,69,E,9,,3,C,1
HDFn,B,#1366356,TGFb,24,5,2,11,GSS2375_WellData_p11.txt,14,TGFb.24.HDFn,TGFb.24.B,70,F,9,,25,A,4
Adult,H,#1090465,TGFb,12,5,2,11,GSS2375_WellData_p11.txt,14,TGFb.12.Adult,TGFb.12.H,71,G,9,,9,A,2
Adult,H,#1090465,TGFb,96,5,2,11,GSS2375_WellData_p11.txt,14,TGFb.96.Adult,TGFb.96.H,72,H,9,,26,B,4
SEN,E,#1366356,Control,3,6,2,12,GSS2375_WellData_p12.txt,17,Control.3.SEN,Control.3.E,1,A,1,,44,D,6
HDFn,B,#1366356,TGFb,0.5,6,2,12,GSS2375_WellData_p12.txt,17,TGFb.0.5.HDFn,TGFb.0.5.B,2,B,1,,8,H,1
SEN,E,#1366356,TGFb,48,6,2,12,GSS2375_WellData_p12.txt,17,TGFb.48.SEN,TGFb.48.E,3,C,1,,67,C,9
SEN,E,#1366356,Control,8,6,2,12,GSS2375_WellData_p12.txt,17,Control.8.SEN,Control.8.E,4,D,1,,14,F,2
Adult,H,#1090465,Control,24,6,2,12,GSS2375_WellData_p12.txt,17,Control.24.Adult,Control.24.H,5,E,1,,43,C,6
SEN,E,#1366356,TGFb,72,6,2,12,GSS2375_WellData_p12.txt,17,TGFb.72.SEN,TGFb.72.E,6,F,1,,39,G,5
Adult,H,#1090465,Control,4,6,2,12,GSS2375_WellData_p12.txt,17,Control.4.Adult,Control.4.H,7,G,1,,13,E,2
HDFn,B,#1366356,TGFb,72,6,2,12,GSS2375_WellData_p12.txt,17,TGFb.72.HDFn,TGFb.72.B,8,H,1,,40,H,5
HDFn,B,#1366356,TGFb,4,6,2,12,GSS2375_WellData_p12.txt,17,TGFb.4.HDFn,TGFb.4.B,9,A,2,,53,E,7
Adult,H,#1090465,Baseline,0,6,2,12,GSS2375_WellData_p12.txt,17,Baseline.0.Adult,Baseline.0.H,10,B,2,,23,G,3
HDFn,B,#1366356,Control,72,6,2,12,GSS2375_WellData_p12.txt,17,Control.72.HDFn,Control.72.B,11,C,2,,22,F,3
Adult,H,#1090465,TGFb,2,6,2,12,GSS2375_WellData_p12.txt,17,TGFb.2.Adult,TGFb.2.H,12,D,2,,30,F,4
Adult,H,#1090465,Baseline,96,6,2,12,GSS2375_WellData_p12.txt,17,Baseline.96.Adult,Baseline.96.H,13,E,2,,2,B,1
SEN,E,#1366356,TGFb,12,6,2,12,GSS2375_WellData_p12.txt,17,TGFb.12.SEN,TGFb.12.E,14,F,2,,16,H,2
Adult,H,#1090465,TGFb,0.5,6,2,12,GSS2375_WellData_p12.txt,17,TGFb.0.5.Adult,TGFb.0.5.H,15,G,2,,17,A,3
SEN,E,#1366356,Control,4,6,2,12,GSS2375_WellData_p12.txt,17,Control.4.SEN,Control.4.E,16,H,2,,63,G,8
Adult,H,#1090465,TGFb,96,6,2,12,GSS2375_WellData_p12.txt,17,TGFb.96.Adult,TGFb.96.H,17,A,3,,55,G,7
SEN,E,#1366356,TGFb,96,6,2,12,GSS2375_WellData_p12.txt,17,TGFb.96.SEN,TGFb.96.E,18,B,3,,4,D,1
SEN,E,#1366356,Control,96,6,2,12,GSS2375_WellData_p12.txt,17,Control.96.SEN,Control.96.E,19,C,3,,18,B,3
Adult,H,#1090465,Control,48,6,2,12,GSS2375_WellData_p12.txt,17,Control.48.Adult,Control.48.H,20,D,3,,65,A,9
HDFn,B,#1366356,Control,8,6,2,12,GSS2375_WellData_p12.txt,17,Control.8.HDFn,Control.8.B,21,E,3,,52,D,7
HDFn,B,#1366356,Control,12,6,2,12,GSS2375_WellData_p12.txt,17,Control.12.HDFn,Control.12.B,22,F,3,,5,E,1
HDFn,B,#1366356,Control,96,6,2,12,GSS2375_WellData_p12.txt,17,Control.96.HDFn,Control.96.B,23,G,3,,59,C,8
Adult,H,#1090465,Control,72,6,2,12,GSS2375_WellData_p12.txt,17,Control.72.Adult,Control.72.H,24,H,3,,34,B,5
Adult,H,#1090465,TGFb,8,6,2,12,GSS2375_WellData_p12.txt,17,TGFb.8.Adult,TGFb.8.H,25,A,4,,33,A,5
SEN,E,#1366356,TGFb,0.5,6,2,12,GSS2375_WellData_p12.txt,17,TGFb.0.5.SEN,TGFb.0.5.E,26,B,4,,69,E,9
HDFn,B,#1366356,TGFb,3,6,2,12,GSS2375_WellData_p12.txt,17,TGFb.3.HDFn,TGFb.3.B,27,C,4,,46,F,6
SEN,E,#1366356,TGFb,24,6,2,12,GSS2375_WellData_p12.txt,17,TGFb.24.SEN,TGFb.24.E,28,D,4,,71,G,9
Adult,H,#1090465,Control,3,6,2,12,GSS2375_WellData_p12.txt,17,Control.3.Adult,Control.3.H,29,E,4,,10,B,2
SEN,E,#1366356,Control,24,6,2,12,GSS2375_WellData_p12.txt,17,Control.24.SEN,Control.24.E,30,F,4,,21,E,3
SEN,E,#1366356,TGFb,1,6,2,12,GSS2375_WellData_p12.txt,17,TGFb.1.SEN,TGFb.1.E,31,G,4,,37,E,5
HDFn,B,#1366356,TGFb,24,6,2,12,GSS2375_WellData_p12.txt,17,TGFb.24.HDFn,TGFb.24.B,32,H,4,,62,F,8
Adult,H,#1090465,TGFb,48,6,2,12,GSS2375_WellData_p12.txt,17,TGFb.48.Adult,TGFb.48.H,33,A,5,,57,A,8
SEN,E,#1366356,Control,72,6,2,12,GSS2375_WellData_p12.txt,17,Control.72.SEN,Control.72.E,34,B,5,,60,D,8
HDFn,B,#1366356,TGFb,48,6,2,12,GSS2375_WellData_p12.txt,17,TGFb.48.HDFn,TGFb.48.B,35,C,5,,24,H,3
Adult,H,#1090465,TGFb,24,6,2,12,GSS2375_WellData_p12.txt,17,TGFb.24.Adult,TGFb.24.H,36,D,5,,20,D,3
HDFn,B,#1366356,Control,48,6,2,12,GSS2375_WellData_p12.txt,17,Control.48.HDFn,Control.48.B,37,E,5,,7,G,1
Adult,H,#1090465,TGFb,4,6,2,12,GSS2375_WellData_p12.txt,17,TGFb.4.Adult,TGFb.4.H,38,F,5,,35,C,5
HDFn,B,#1366356,TGFb,1,6,2,12,GSS2375_WellData_p12.txt,17,TGFb.1.HDFn,TGFb.1.B,39,G,5,,6,F,1
Adult,H,#1090465,Control,12,6,2,12,GSS2375_WellData_p12.txt,17,Control.12.Adult,Control.12.H,40,H,5,,28,D,4
HDFn,B,#1366356,TGFb,12,6,2,12,GSS2375_WellData_p12.txt,17,TGFb.12.HDFn,TGFb.12.B,41,A,6,,31,G,4
HDFn,B,#1366356,Control,0.5,6,2,12,GSS2375_WellData_p12.txt,17,Control.0.5.HDFn,Control.0.5.B,42,B,6,,54,F,7
SEN,E,#1366356,Baseline,0,6,2,12,GSS2375_WellData_p12.txt,17,Baseline.0.SEN,Baseline.0.E,43,C,6,,58,B,8
HDFn,B,#1366356,Control,2,6,2,12,GSS2375_WellData_p12.txt,17,Control.2.HDFn,Control.2.B,44,D,6,,32,H,4
HDFn,B,#1366356,Baseline,96,6,2,12,GSS2375_WellData_p12.txt,17,Baseline.96.HDFn,Baseline.96.B,45,E,6,,70,F,9
SEN,E,#1366356,Control,2,6,2,12,GSS2375_WellData_p12.txt,17,Control.2.SEN,Control.2.E,46,F,6,,61,E,8
Adult,H,#1090465,TGFb,72,6,2,12,GSS2375_WellData_p12.txt,17,TGFb.72.Adult,TGFb.72.H,47,G,6,,42,B,6
SEN,E,#1366356,Control,1,6,2,12,GSS2375_WellData_p12.txt,17,Control.1.SEN,Control.1.E,48,H,6,,56,H,7
SEN,E,#1366356,TGFb,4,6,2,12,GSS2375_WellData_p12.txt,17,TGFb.4.SEN,TGFb.4.E,49,A,7,,45,E,6
SEN,E,#1366356,Control,12,6,2,12,GSS2375_WellData_p12.txt,17,Control.12.SEN,Control.12.E,50,B,7,,12,D,2
HDFn,B,#1366356,TGFb,8,6,2,12,GSS2375_WellData_p12.txt,17,TGFb.8.HDFn,TGFb.8.B,51,C,7,,1,A,1
HDFn,B,#1366356,Control,1,6,2,12,GSS2375_WellData_p12.txt,17,Control.1.HDFn,Control.1.B,52,D,7,,64,H,8
Adult,H,#1090465,TGFb,12,6,2,12,GSS2375_WellData_p12.txt,17,TGFb.12.Adult,TGFb.12.H,53,E,7,,72,H,9
SEN,E,#1366356,TGFb,8,6,2,12,GSS2375_WellData_p12.txt,17,TGFb.8.SEN,TGFb.8.E,54,F,7,,26,B,4
Adult,H,#1090465,Control,1,6,2,12,GSS2375_WellData_p12.txt,17,Control.1.Adult,Control.1.H,55,G,7,,49,A,7
SEN,E,#1366356,Control,48,6,2,12,GSS2375_WellData_p12.txt,17,Control.48.SEN,Control.48.E,56,H,7,,68,D,9
Adult,H,#1090465,Control,96,6,2,12,GSS2375_WellData_p12.txt,17,Control.96.Adult,Control.96.H,57,A,8,,27,C,4
SEN,E,#1366356,TGFb,2,6,2,12,GSS2375_WellData_p12.txt,17,TGFb.2.SEN,TGFb.2.E,58,B,8,,36,D,5
HDFn,B,#1366356,Control,3,6,2,12,GSS2375_WellData_p12.txt,17,Control.3.HDFn,Control.3.B,59,C,8,,41,A,6
HDFn,B,#1366356,TGFb,2,6,2,12,GSS2375_WellData_p12.txt,17,TGFb.2.HDFn,TGFb.2.B,60,D,8,,3,C,1
HDFn,B,#1366356,Control,24,6,2,12,GSS2375_WellData_p12.txt,17,Control.24.HDFn,Control.24.B,61,E,8,,25,A,4
Adult,H,#1090465,Control,0.5,6,2,12,GSS2375_WellData_p12.txt,17,Control.0.5.Adult,Control.0.5.H,62,F,8,,50,B,7
HDFn,B,#1366356,TGFb,96,6,2,12,GSS2375_WellData_p12.txt,17,TGFb.96.HDFn,TGFb.96.B,63,G,8,,11,C,2
SEN,E,#1366356,Control,0.5,6,2,12,GSS2375_WellData_p12.txt,17,Control.0.5.SEN,Control.0.5.E,64,H,8,,51,C,7
HDFn,B,#1366356,Baseline,0,6,2,12,GSS2375_WellData_p12.txt,17,Baseline.0.HDFn,Baseline.0.B,65,A,9,,15,G,2
Adult,H,#1090465,TGFb,1,6,2,12,GSS2375_WellData_p12.txt,17,TGFb.1.Adult,TGFb.1.H,66,B,9,,48,H,6
SEN,E,#1366356,TGFb,3,6,2,12,GSS2375_WellData_p12.txt,17,TGFb.3.SEN,TGFb.3.E,67,C,9,,9,A,2
Adult,H,#1090465,Control,2,6,2,12,GSS2375_WellData_p12.txt,17,Control.2.Adult,Control.2.H,68,D,9,,19,C,3
Adult,H,#1090465,Control,8,6,2,12,GSS2375_WellData_p12.txt,17,Control.8.Adult,Control.8.H,69,E,9,,38,F,5
Adult,H,#1090465,TGFb,3,6,2,12,GSS2375_WellData_p12.txt,17,TGFb.3.Adult,TGFb.3.H,70,F,9,,47,G,6
HDFn,B,#1366356,Control,4,6,2,12,GSS2375_WellData_p12.txt,17,Control.4.HDFn,Control.4.B,71,G,9,,29,E,4
SEN,E,#1366356,Baseline,96,6,2,12,GSS2375_WellData_p12.txt,17,Baseline.96.SEN,Baseline.96.E,72,H,9,,66,B,9
SEN,F,#1206197,Control,24,1,3,13,GSS2375_WellData_p13.txt,3,Control.24.SEN,Control.24.F,1,A,1,,33,A,5
Adult,I,#200910-901,Control,1,1,3,13,GSS2375_WellData_p13.txt,3,Control.1.Adult,Control.1.I,2,B,1,,56,H,7
Adult,I,#200910-901,TGFb,4,1,3,13,GSS2375_WellData_p13.txt,3,TGFb.4.Adult,TGFb.4.I,3,C,1,,55,G,7
Adult,I,#200910-901,Control,0.5,1,3,13,GSS2375_WellData_p13.txt,3,Control.0.5.Adult,Control.0.5.I,4,D,1,,49,A,7
Adult,I,#200910-901,Control,96,1,3,13,GSS2375_WellData_p13.txt,3,Control.96.Adult,Control.96.I,5,E,1,,21,E,3
SEN,F,#1206197,Baseline,0,1,3,13,GSS2375_WellData_p13.txt,3,Baseline.0.SEN,Baseline.0.F,6,F,1,,6,F,1
Adult,I,#200910-901,Control,8,1,3,13,GSS2375_WellData_p13.txt,3,Control.8.Adult,Control.8.I,7,G,1,,68,D,9
SEN,F,#1206197,TGFb,96,1,3,13,GSS2375_WellData_p13.txt,3,TGFb.96.SEN,TGFb.96.F,8,H,1,,34,B,5
Adult,I,#200910-901,TGFb,1,1,3,13,GSS2375_WellData_p13.txt,3,TGFb.1.Adult,TGFb.1.I,9,A,2,,53,E,7
Adult,I,#200910-901,TGFb,3,1,3,13,GSS2375_WellData_p13.txt,3,TGFb.3.Adult,TGFb.3.I,10,B,2,,14,F,2
SEN,F,#1206197,Baseline,96,1,3,13,GSS2375_WellData_p13.txt,3,Baseline.96.SEN,Baseline.96.F,11,C,2,,50,B,7
HDFn,C,#1206197,Control,8,1,3,13,GSS2375_WellData_p13.txt,3,Control.8.HDFn,Control.8.C,12,D,2,,38,F,5
HDFn,C,#1206197,TGFb,1,1,3,13,GSS2375_WellData_p13.txt,3,TGFb.1.HDFn,TGFb.1.C,13,E,2,,58,B,8
Adult,I,#200910-901,TGFb,96,1,3,13,GSS2375_WellData_p13.txt,3,TGFb.96.Adult,TGFb.96.I,14,F,2,,22,F,3
SEN,F,#1206197,TGFb,0.5,1,3,13,GSS2375_WellData_p13.txt,3,TGFb.0.5.SEN,TGFb.0.5.F,15,G,2,,71,G,9
Adult,I,#200910-901,TGFb,48,1,3,13,GSS2375_WellData_p13.txt,3,TGFb.48.Adult,TGFb.48.I,16,H,2,,5,E,1
SEN,F,#1206197,TGFb,48,1,3,13,GSS2375_WellData_p13.txt,3,TGFb.48.SEN,TGFb.48.F,17,A,3,,18,B,3
SEN,F,#1206197,TGFb,2,1,3,13,GSS2375_WellData_p13.txt,3,TGFb.2.SEN,TGFb.2.F,18,B,3,,46,F,6
HDFn,C,#1206197,TGFb,0.5,1,3,13,GSS2375_WellData_p13.txt,3,TGFb.0.5.HDFn,TGFb.0.5.C,19,C,3,,67,C,9
HDFn,C,#1206197,Control,72,1,3,13,GSS2375_WellData_p13.txt,3,Control.72.HDFn,Control.72.C,20,D,3,,15,G,2
SEN,F,#1206197,Control,8,1,3,13,GSS2375_WellData_p13.txt,3,Control.8.SEN,Control.8.F,21,E,3,,11,C,2
SEN,F,#1206197,TGFb,3,1,3,13,GSS2375_WellData_p13.txt,3,TGFb.3.SEN,TGFb.3.F,22,F,3,,62,F,8
SEN,F,#1206197,Control,72,1,3,13,GSS2375_WellData_p13.txt,3,Control.72.SEN,Control.72.F,23,G,3,,10,B,2
Adult,I,#200910-901,Control,4,1,3,13,GSS2375_WellData_p13.txt,3,Control.4.Adult,Control.4.I,24,H,3,,2,B,1
SEN,F,#1206197,TGFb,4,1,3,13,GSS2375_WellData_p13.txt,3,TGFb.4.SEN,TGFb.4.F,25,A,4,,27,C,4
HDFn,C,#1206197,TGFb,48,1,3,13,GSS2375_WellData_p13.txt,3,TGFb.48.HDFn,TGFb.48.C,26,B,4,,32,H,4
HDFn,C,#1206197,Control,1,1,3,13,GSS2375_WellData_p13.txt,3,Control.1.HDFn,Control.1.C,27,C,4,,16,H,2
HDFn,C,#1206197,TGFb,24,1,3,13,GSS2375_WellData_p13.txt,3,TGFb.24.HDFn,TGFb.24.C,28,D,4,,23,G,3
Adult,I,#200910-901,TGFb,12,1,3,13,GSS2375_WellData_p13.txt,3,TGFb.12.Adult,TGFb.12.I,29,E,4,,59,C,8
SEN,F,#1206197,Control,0.5,1,3,13,GSS2375_WellData_p13.txt,3,Control.0.5.SEN,Control.0.5.F,30,F,4,,52,D,7
SEN,F,#1206197,Control,3,1,3,13,GSS2375_WellData_p13.txt,3,Control.3.SEN,Control.3.F,31,G,4,,72,H,9
SEN,F,#1206197,TGFb,8,1,3,13,GSS2375_WellData_p13.txt,3,TGFb.8.SEN,TGFb.8.F,32,H,4,,7,G,1
HDFn,C,#1206197,Control,48,1,3,13,GSS2375_WellData_p13.txt,3,Control.48.HDFn,Control.48.C,33,A,5,,66,B,9
SEN,F,#1206197,Control,4,1,3,13,GSS2375_WellData_p13.txt,3,Control.4.SEN,Control.4.F,34,B,5,,48,H,6
SEN,F,#1206197,TGFb,12,1,3,13,GSS2375_WellData_p13.txt,3,TGFb.12.SEN,TGFb.12.F,35,C,5,,70,F,9
SEN,F,#1206197,Control,2,1,3,13,GSS2375_WellData_p13.txt,3,Control.2.SEN,Control.2.F,36,D,5,,64,H,8
HDFn,C,#1206197,TGFb,3,1,3,13,GSS2375_WellData_p13.txt,3,TGFb.3.HDFn,TGFb.3.C,37,E,5,,17,A,3
HDFn,C,#1206197,Control,3,1,3,13,GSS2375_WellData_p13.txt,3,Control.3.HDFn,Control.3.C,38,F,5,,31,G,4
Adult,I,#200910-901,TGFb,8,1,3,13,GSS2375_WellData_p13.txt,3,TGFb.8.Adult,TGFb.8.I,39,G,5,,1,A,1
HDFn,C,#1206197,TGFb,12,1,3,13,GSS2375_WellData_p13.txt,3,TGFb.12.HDFn,TGFb.12.C,40,H,5,,19,C,3
Adult,I,#200910-901,Control,24,1,3,13,GSS2375_WellData_p13.txt,3,Control.24.Adult,Control.24.I,41,A,6,,60,D,8
Adult,I,#200910-901,TGFb,2,1,3,13,GSS2375_WellData_p13.txt,3,TGFb.2.Adult,TGFb.2.I,42,B,6,,4,D,1
HDFn,C,#1206197,Control,12,1,3,13,GSS2375_WellData_p13.txt,3,Control.12.HDFn,Control.12.C,43,C,6,,69,E,9
HDFn,C,#1206197,TGFb,8,1,3,13,GSS2375_WellData_p13.txt,3,TGFb.8.HDFn,TGFb.8.C,44,D,6,,54,F,7
HDFn,C,#1206197,Control,96,1,3,13,GSS2375_WellData_p13.txt,3,Control.96.HDFn,Control.96.C,45,E,6,,43,C,6
Adult,I,#200910-901,Baseline,0,1,3,13,GSS2375_WellData_p13.txt,3,Baseline.0.Adult,Baseline.0.I,46,F,6,,26,B,4
HDFn,C,#1206197,Control,0.5,1,3,13,GSS2375_WellData_p13.txt,3,Control.0.5.HDFn,Control.0.5.C,47,G,6,,57,A,8
SEN,F,#1206197,TGFb,24,1,3,13,GSS2375_WellData_p13.txt,3,TGFb.24.SEN,TGFb.24.F,48,H,6,,3,C,1
Adult,I,#200910-901,Control,48,1,3,13,GSS2375_WellData_p13.txt,3,Control.48.Adult,Control.48.I,49,A,7,,35,C,5
HDFn,C,#1206197,Control,24,1,3,13,GSS2375_WellData_p13.txt,3,Control.24.HDFn,Control.24.C,50,B,7,,37,E,5
HDFn,C,#1206197,Control,2,1,3,13,GSS2375_WellData_p13.txt,3,Control.2.HDFn,Control.2.C,51,C,7,,8,H,1
SEN,F,#1206197,TGFb,72,1,3,13,GSS2375_WellData_p13.txt,3,TGFb.72.SEN,TGFb.72.F,52,D,7,,12,D,2
Adult,I,#200910-901,Control,12,1,3,13,GSS2375_WellData_p13.txt,3,Control.12.Adult,Control.12.I,53,E,7,,24,H,3
Adult,I,#200910-901,TGFb,72,1,3,13,GSS2375_WellData_p13.txt,3,TGFb.72.Adult,TGFb.72.I,54,F,7,,29,E,4
SEN,F,#1206197,Control,96,1,3,13,GSS2375_WellData_p13.txt,3,Control.96.SEN,Control.96.F,55,G,7,,28,D,4
SEN,F,#1206197,Control,48,1,3,13,GSS2375_WellData_p13.txt,3,Control.48.SEN,Control.48.F,56,H,7,,51,C,7
Adult,I,#200910-901,Control,2,1,3,13,GSS2375_WellData_p13.txt,3,Control.2.Adult,Control.2.I,57,A,8,,41,A,6
HDFn,C,#1206197,TGFb,4,1,3,13,GSS2375_WellData_p13.txt,3,TGFb.4.HDFn,TGFb.4.C,58,B,8,,9,A,2
HDFn,C,#1206197,Control,4,1,3,13,GSS2375_WellData_p13.txt,3,Control.4.HDFn,Control.4.C,59,C,8,,63,G,8
Adult,I,#200910-901,Control,3,1,3,13,GSS2375_WellData_p13.txt,3,Control.3.Adult,Control.3.I,60,D,8,,30,F,4
SEN,F,#1206197,Control,12,1,3,13,GSS2375_WellData_p13.txt,3,Control.12.SEN,Control.12.F,61,E,8,,39,G,5
HDFn,C,#1206197,TGFb,72,1,3,13,GSS2375_WellData_p13.txt,3,TGFb.72.HDFn,TGFb.72.C,62,F,8,,44,D,6
HDFn,C,#1206197,TGFb,2,1,3,13,GSS2375_WellData_p13.txt,3,TGFb.2.HDFn,TGFb.2.C,63,G,8,,45,E,6
HDFn,C,#1206197,Baseline,0,1,3,13,GSS2375_WellData_p13.txt,3,Baseline.0.HDFn,Baseline.0.C,64,H,8,,65,A,9
HDFn,C,#1206197,Baseline,96,1,3,13,GSS2375_WellData_p13.txt,3,Baseline.96.HDFn,Baseline.96.C,65,A,9,,13,E,2
Adult,I,#200910-901,Control,72,1,3,13,GSS2375_WellData_p13.txt,3,Control.72.Adult,Control.72.I,66,B,9,,25,A,4
Adult,I,#200910-901,TGFb,24,1,3,13,GSS2375_WellData_p13.txt,3,TGFb.24.Adult,TGFb.24.I,67,C,9,,61,E,8
Adult,I,#200910-901,TGFb,0.5,1,3,13,GSS2375_WellData_p13.txt,3,TGFb.0.5.Adult,TGFb.0.5.I,68,D,9,,20,D,3
HDFn,C,#1206197,TGFb,96,1,3,13,GSS2375_WellData_p13.txt,3,TGFb.96.HDFn,TGFb.96.C,69,E,9,,36,D,5
SEN,F,#1206197,Control,1,1,3,13,GSS2375_WellData_p13.txt,3,Control.1.SEN,Control.1.F,70,F,9,,42,B,6
Adult,I,#200910-901,Baseline,96,1,3,13,GSS2375_WellData_p13.txt,3,Baseline.96.Adult,Baseline.96.I,71,G,9,,47,G,6
SEN,F,#1206197,TGFb,1,1,3,13,GSS2375_WellData_p13.txt,3,TGFb.1.SEN,TGFb.1.F,72,H,9,,40,H,5
HDFn,C,#1206197,Control,96,2,3,14,GSS2375_WellData_p14.txt,4,Control.96.HDFn,Control.96.C,1,A,1,,69,E,9
SEN,F,#1206197,TGFb,12,2,3,14,GSS2375_WellData_p14.txt,4,TGFb.12.SEN,TGFb.12.F,2,B,1,,9,A,2
HDFn,C,#1206197,Control,72,2,3,14,GSS2375_WellData_p14.txt,4,Control.72.HDFn,Control.72.C,3,C,1,,41,A,6
HDFn,C,#1206197,TGFb,12,2,3,14,GSS2375_WellData_p14.txt,4,TGFb.12.HDFn,TGFb.12.C,4,D,1,,71,G,9
